Comment,Designator,Footprint,LCSC
WS2812B,"D1,D10,D2,D3,D4,D5,D6,D7,D8,D9",LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,C2761795
100nF,"C1,C2,C3,C4,C5,C6,C7",C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,C28233
Conn_01x01_Male,J3,PinHeader-1-with-SMDpad,
Conn_01x03_Male,J2,JST_XH_S3B-XH-A-1_1x03_P2.50mm_Horizontal,
Conn_01x03_Male,J1,JST_XH_S3B-XH-A-1_1x03_P2.50mm_Horizontal,
