Comment,Designator,Footprint,LCSC
100R 0.5W,"R1,R10,R2,R3,R4,R5,R6,R7,R8,R9",R_1210_3225Metric_Pad1.30x2.65mm_HandSolder,C137089
LED_ALT,"D1,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D4,D5,D6,D7,D8,D9",LED_PLCC_2835_Handsoldering,C182223
